time_months,survival_prob,ci_lower,ci_upper
96.0,0.2499214155759123,0.22622096984548556,0.27426685294749736
97.0,0.24886242652686172,0.2251780885012835,0.27319892828206876
98.0,0.24673539724030724,0.22308371464407115,0.2710537611067764
99.0,0.2434888788555663,0.2198851159767795,0.2677819382868166
100.0,0.24240187493210405,0.2188145126674,0.26668618196053956
101.0,0.24018815917929945,0.21663201298996557,0.26445711529238314
102.0,0.23795385072181777,0.21442913313998574,0.2622076193347266
103.0,0.23458657924933923,0.21111115023174137,0.2588158522202676
104.0,0.23117026984279537,0.20774465849729806,0.2553754519212482
105.0,0.22887006815281727,0.20547839098327314,0.25305894448340766
106.0,0.22769637549562335,0.20432063335358489,0.25187851569728786
107.0,0.22531212025483152,0.20196702178266898,0.24948266482430081
108.0,0.22044050684391642,0.19715560417019076,0.24459101053319135
109.0,0.21674597320966077,0.19350957054177895,0.2408792162393621
110.0,0.21305143957540534,0.189869463411236,0.23716192470857497
111.0,0.21058841715256832,0.18744603088508036,0.2346806629621664
112.0,0.2068938835183126,0.1838158630671703,0.23095414631487965
113.0,0.205647534822419,0.18259115209843307,0.22969730687194742
114.0,0.20315483743063217,0.18014383722378735,0.22718167204291226
115.0,0.19939271081154647,0.17645333522408566,0.22338238533976204
116.0,0.19434479408214028,0.17150877051403549,0.21827839413575773
117.0,0.19053411184523555,0.16778168140514454,0.2144206222611668
118.0,0.18924671919763264,0.16652239928123796,0.21311774142813816
119.0,0.18794156941006282,0.1652447933720567,0.21179809313648923
120.0,0.17988693072106016,0.15735709690241467,0.20366097297119523
121.0,0.1771405653665402,0.15466930503885737,0.20088618568102357
122.0,0.17164783465750028,0.14930688530193403,0.19532441183819457
123.0,0.17027465198024025,0.14796904246746867,0.19393140781958654
124.0,0.16887895811154977,0.1466079666294809,0.19251726121141022
125.0,0.16742310502438126,0.14518269092921263,0.19104866126034767
126.0,0.16742310502438126,0.14518269092921263,0.19104866126034767
127.0,0.16440647250141943,0.14222175465448628,0.1880152317731269
128.0,0.15979694523502452,0.13770012490020384,0.18337958335944568
129.0,0.1566940919294901,0.13466189483825228,0.18025488678898474
130.0,0.1551271510101951,0.1331285289623471,0.17867646512894436
131.0,0.151928653051222,0.1299966791155318,0.1754580763685591
132.0,0.14692001613744557,0.12508284379317,0.17043341152486882
133.0,0.14525047049951997,0.12344995779963898,0.16875385677271773
134.0,0.14354164143481968,0.12177610676304484,0.16703838952160452
135.0,0.13835338933476585,0.11670320435579001,0.16182358045367423
137.0,0.13835338933476585,0.11670320435579001,0.16182358045367423
138.0,0.13657962793303813,0.11496893213505019,0.1600422470559427
139.0,0.1347825275654981,0.1132119724035192,0.15823819619428073
140.0,0.13298542719795825,0.11145848742649314,0.15643094505354882
141.0,0.13116370901716431,0.10968110256621441,0.15459975318125882
142.0,0.12934199083637038,0.10790741245363278,0.1527651595571273
143.0,0.12746746923004615,0.10607860934453667,0.15088290513841654
144.0,0.12175997060780527,0.10052426547073884,0.14514248551693604
145.0,0.12175997060780527,0.10052426547073884,0.14514248551693604
149.0,0.119796100114131,0.09861321506294753,0.14316991442763147
150.0,0.11390448863310812,0.09291082666736604,0.13722392792894342
151.0,0.11194061813943389,0.09102037453160584,0.13523242754170015
152.0,0.10997674764575964,0.08913514829570181,0.13323612594127823
154.0,0.10604900665841105,0.08538052946410507,0.1292289770468933
155.0,0.1019701987100106,0.08148126839108712,0.12507602658863268
156.0,0.1019701987100106,0.08148126839108712,0.12507602658863268
159.0,0.09980062001405295,0.07939613960396061,0.12288490352973686
162.0,0.09763104131809526,0.07731918652469498,0.12068628697489897
163.0,0.09763104131809526,0.07731918652469498,0.12068628697489897
165.0,0.09541215401541128,0.0751953159348734,0.11844058876931411
166.0,0.0931404360626634,0.07302128092981731,0.11614459177650548
167.0,0.0931404360626634,0.07302128092981731,0.11614459177650548
168.0,0.0908119251610968,0.07079344339262922,0.11379469513592996
169.0,0.0908119251610968,0.07079344339262922,0.11379469513592996
171.0,0.0908119251610968,0.07079344339262922,0.11379469513592996
174.0,0.08835754880539148,0.06843428208563046,0.11133734991938823
175.0,0.08590317244968616,0.0660890594840895,0.10886726520301004
176.0,0.08590317244968616,0.0660890594840895,0.10886726520301004
179.0,0.08337660855410714,0.06367604572629608,0.1063294596365492
180.0,0.08085004465852814,0.06127895047042974,0.1037771261063079
181.0,0.07832348076294914,0.058897940093715885,0.10121012347843202
184.0,0.07832348076294914,0.058897940093715885,0.10121012347843202
185.0,0.07571269807085083,0.05643857784351414,0.09856461554384366
186.0,0.07049113268665422,0.05157658249844512,0.09322196130570906
189.0,0.0652695673024576,0.04679242269781369,0.08780854404655734
191.0,0.0652695673024576,0.04679242269781369,0.08780854404655734
192.0,0.06255000199818853,0.044311261148716655,0.08499244206119258
198.0,0.06255000199818853,0.044311261148716655,0.08499244206119258
202.0,0.059571430474465246,0.04156679411132982,0.08196809509076824
205.0,0.05659285895074198,0.038858345699771875,0.07891116168623757
213.0,0.05361428742701872,0.036186817326239996,0.0758208823385975
216.0,0.05063571590329547,0.03355333718553553,0.07269629484677861
222.0,0.0476571443795722,0.0309592926318384,0.06953620767140518
229.0,0.04467857285584894,0.028406372917990877,0.06633916485264557
239.0,0.041700001332125675,0.025896625680545737,0.0631033999651557
240.0,0.03849230892196216,0.023194755457250173,0.05966956665586643
241.0,0.03528461651179865,0.020558045395678626,0.0561777134436676
245.0,0.03207692410163514,0.01799110646281167,0.052623997315322996
248.0,0.028869231691471625,0.015499841306022517,0.049003539297812926
252.0,0.028869231691471625,0.015499841306022517,0.049003539297812926
256.0,0.028869231691471625,0.015499841306022517,0.049003539297812926
260.0,0.028869231691471625,0.015499841306022517,0.049003539297812926
276.0,0.024057693076226357,0.01147041305344818,0.04462754229622465
299.0,0.024057693076226357,0.01147041305344818,0.04462754229622465
306.0,0.024057693076226357,0.01147041305344818,0.04462754229622465
421.0,0.024057693076226357,0.01147041305344818,0.04462754229622465
432.0,0.0,0.0,0.0
